year;state;statedebt;localdebt;statelocaldebt;gsp;realgrowth;population
2011;North Dakota;2060.50;2387.30;4447.80;42123.00;0.12;0.70
2011;Wyoming;1364.40;978.20;2342.60;41578.00;0.00;0.60
2010;California;148929.10;256733.50;405662.60;1960940.00;0.01;37.30
2010;New York;129529.50;186535.80;316065.30;1208080.00;0.04;19.40
2010;Texas;42033.60;211608.00;253641.60;1251490.00;0.03;25.20
2010;Florida;41324.40;109548.70;150873.10;729761.00;0.00;18.80
2010;Illinois;61360.70;74761.70;136122.50;653164.00;0.01;12.80
2010;Pennsylvania;44737.60;78891.00;123628.60;588276.00;0.02;12.70
2010;New Jersey;60968.30;37094.10;98062.40;492990.00;0.01;8.80
2010;Massachusetts;73939.70;23499.10;97438.90;399270.00;0.03;6.60
2010;Michigan;32146.30;45155.90;77302.30;387167.00;0.05;9.90
2010;Ohio;30003.60;46712.50;76716.10;494736.00;0.02;11.50
2010;Washington;27522.10;43602.20;71124.30;362114.00;0.02;6.70
2010;Virginia;25046.90;36994.60;62041.50;423506.00;0.02;8.00
2010;Georgia;13788.80;38744.80;52533.60;407999.00;0.00;9.70
2010;North Carolina;18853.20;33392.90;52246.00;417375.00;0.01;9.60
2010;Indiana;23634.60;27521.50;51156.10;283111.00;0.06;6.50
2010;Colorado;16709.50;33652.00;50361.60;258148.00;0.01;5.00
2010;Arizona;13960.20;35020.00;48980.20;247333.00;0.01;6.40
2010;Minnesota;11569.80;33685.30;45255.10;271481.00;0.03;5.30
2010;Missouri;20421.20;24186.60;44607.80;255631.00;0.01;6.00
2010;Wisconsin;22318.60;20801.10;43119.60;253801.00;0.03;5.70
2010;Maryland;24474.70;18067.50;42542.10;314471.00;0.03;5.80
2010;Kentucky;14393.30;27495.10;41888.40;165787.00;0.05;4.30
2010;South Carolina;15770.80;25667.60;41438.40;165237.00;0.02;4.60
2010;Connecticut;30364.90;10737.20;41102.10;230357.00;0.01;3.60
2010;Tennessee;5835.10;31679.80;37514.90;254343.00;0.02;6.40
2010;Louisiana;17450.40;18212.00;35662.40;231372.00;0.05;4.50
2010;Oregon;13510.00;20591.80;34101.90;191393.00;0.05;3.80
2010;Alabama;8785.20;20167.70;28952.90;176221.00;0.02;4.80
2010;Nevada;4435.80;24234.20;28670.00;119771.00;-0.01;2.70
2010;Kansas;6509.40;21263.80;27773.20;128589.00;0.03;2.90
2010;Utah;6477.90;12789.70;19267.70;119037.00;0.02;2.80
2010;Oklahoma;9963.40;8852.80;18816.20;151318.00;0.01;3.80
2010;New Mexico;8739.90;9008.50;17748.40;86195.00;0.01;2.10
2010;Iowa;7397.90;9818.40;17216.30;141382.00;0.02;3.10
2010;Nebraska;2443.00;11897.80;14340.70;91498.00;0.04;1.80
2010;Mississippi;6492.00;7368.60;13860.60;94954.00;0.01;3.00
2010;Arkansas;4246.80;9499.60;13746.40;104929.00;0.03;2.90
2010;Hawaii;7700.70;4933.80;12634.40;67539.00;0.03;1.40
2010;Rhode Island;9498.10;2700.90;12199.00;49329.00;0.02;1.10
2010;New Hampshire;8347.20;2645.20;10992.40;62679.00;0.03;1.30
2010;West Virginia;7144.30;3583.10;10727.40;66961.00;0.03;1.90
2010;District of Columbia;0.00;10330.60;10330.60;104044.00;0.03;0.60
2010;Alaska;6416.90;3702.70;10119.50;54220.00;-0.02;0.70
2010;Maine;6034.20;2905.60;8939.80;51304.00;0.01;1.30
2010;Delaware;5515.20;2261.60;7776.80;57674.00;0.01;0.90
2010;Idaho;3872.50;2258.20;6130.70;55420.00;0.01;1.60
2010;Montana;4156.60;1591.30;5747.90;37801.00;0.03;1.00
2010;South Dakota;3483.10;2016.10;5499.30;38044.00;0.02;0.80
2010;Vermont;3492.90;1073.30;4566.20;26406.00;0.04;0.60
2010;North Dakota;2198.30;2277.90;4476.20;36033.00;0.08;0.70
2010;Wyoming;1514.40;953.20;2467.60;39093.00;-0.02;0.60
2009;California;134764.90;240075.20;374840.10;1913670.00;-0.04;37.00
2009;New York;122651.60;174682.60;297334.20;1143920.00;0.02;19.30
2009;Texas;30438.20;200728.50;231166.70;1171470.00;0.00;24.80
2009;Florida;39813.90;108610.50;148424.40;721928.00;-0.06;18.70
2009;Illinois;56962.40;71343.90;128306.30;639965.00;-0.03;12.80
2009;Pennsylvania;41924.00;77379.30;119303.40;567764.00;-0.02;12.70
2009;Massachusetts;74597.90;23004.70;97602.60;382747.00;-0.02;6.50
2009;New Jersey;56897.90;35743.70;92641.60;484185.00;-0.04;8.80
2009;Michigan;31686.20;48384.70;80070.90;366401.00;-0.08;9.90
2009;Ohio;29090.50;46478.90;75569.40;477902.00;-0.05;11.50
2009;Washington;24603.20;42110.20;66713.40;351316.00;-0.02;6.70
2009;Virginia;23508.30;35234.40;58742.70;409823.00;0.01;7.90
2009;Georgia;13455.20;40113.20;53568.40;402728.00;-0.04;9.60
2009;North Carolina;19910.70;31719.90;51630.60;408913.00;-0.03;9.40
2009;Indiana;23711.90;27522.20;51234.10;263380.00;-0.06;6.50
2009;Colorado;17202.40;33078.50;50280.90;250082.00;-0.01;5.00
2009;Arizona;12324.90;36305.30;48630.20;243102.00;-0.08;6.30
2009;Minnesota;10524.40;33255.80;43780.30;259460.00;-0.04;5.30
2009;Missouri;19241.40;23355.90;42597.30;249574.00;-0.02;6.00
2009;Wisconsin;20913.40;20308.10;41221.50;245815.00;-0.03;5.70
2009;Maryland;23472.60;17387.30;40859.90;303265.00;0.00;5.70
2009;South Carolina;15313.00;24908.80;40221.80;161045.00;-0.04;4.60
2009;Kentucky;13364.10;25943.50;39307.60;156113.00;-0.04;4.30
2009;Connecticut;28394.20;9693.60;38087.70;226076.00;-0.05;3.60
2009;Tennessee;4847.80;31665.30;36513.10;247321.00;-0.04;6.30
2009;Louisiana;17504.80;17005.90;34510.70;209507.00;0.02;4.50
2009;Oregon;12678.80;20593.40;33272.20;181222.00;-0.01;3.80
2009;Alabama;8155.90;19445.80;27601.70;169586.00;-0.03;4.80
2009;Kansas;5857.30;20870.00;26727.30;122431.00;-0.04;2.80
2009;Nevada;4444.80;21453.30;25898.10;119482.00;-0.09;2.70
2009;Oklahoma;9855.40;8445.30;18300.60;143380.00;-0.02;3.70
2009;Utah;6267.90;11799.60;18067.50;114525.00;-0.01;2.70
2009;New Mexico;8001.70;8204.20;16205.90;82691.00;0.00;2.00
2009;Iowa;6353.30;9112.00;15465.30;136596.00;-0.02;3.00
2009;Nebraska;2516.80;11117.50;13634.30;86694.00;0.00;1.80
2009;Mississippi;6189.40;7251.30;13440.70;92182.00;-0.03;3.00
2009;Arkansas;4135.10;8843.90;12979.00;100098.00;-0.03;2.90
2009;Rhode Island;9180.90;2557.60;11738.60;47800.00;-0.01;1.10
2009;Hawaii;6880.20;4614.70;11495.00;64986.00;-0.04;1.30
2009;New Hampshire;8411.70;2613.60;11025.30;60681.00;-0.02;1.30
2009;Alaska;6589.70;3533.20;10122.90;50514.00;0.09;0.70
2009;West Virginia;6502.00;3372.60;9874.60;63485.00;0.00;1.80
2009;District of Columbia;0.00;9786.50;9786.50;98938.00;-0.01;0.60
2009;Delaware;5984.60;2247.40;8232.00;56374.00;0.04;0.90
2009;Maine;5297.30;2629.10;7926.40;50222.00;-0.02;1.30
2009;Montana;4469.70;1617.50;6087.20;35605.00;-0.03;1.00
2009;Idaho;3501.70;2356.50;5858.20;53832.00;-0.05;1.60
2009;South Dakota;3626.00;1929.40;5555.40;36504.00;0.01;0.80
2009;Vermont;3426.70;1009.30;4435.90;25222.00;-0.03;0.60
2009;North Dakota;1888.10;2183.10;4071.20;32364.00;0.02;0.70
2009;Wyoming;1320.90;936.20;2257.00;37214.00;-0.03;0.60
2008;California;121929.60;219098.90;341028.40;1993590.00;0.00;36.60
2008;New York;114240.20;158926.70;273166.90;1109990.00;-0.03;19.20
2008;Texas;33587.70;182810.60;216398.30;1243760.00;0.01;24.30
2008;Florida;44076.20;102424.20;146500.40;754278.00;-0.04;18.50
2008;Illinois;58436.80;65497.60;123934.40;645447.00;-0.02;12.70
2008;Pennsylvania;40100.00;79181.30;119281.40;566147.00;0.00;12.60
2008;Massachusetts;71892.30;20824.00;92716.20;384218.00;0.00;6.50
2008;New Jersey;52785.00;35184.80;87969.80;493733.00;0.00;8.70
2008;Michigan;30048.50;46181.80;76230.30;386445.00;-0.05;9.90
2008;Ohio;27306.10;42601.00;69907.10;493813.00;-0.02;11.50
2008;Washington;23524.00;41050.80;64574.80;352922.00;0.01;6.60
2008;Virginia;21293.50;32887.30;54180.80;399479.00;0.00;7.80
2008;North Carolina;19605.30;31672.30;51277.60;412889.00;0.02;9.30
2008;Georgia;12024.60;37459.80;49484.40;410778.00;-0.02;9.50
2008;Colorado;15879.40;31795.90;47675.30;255213.00;0.02;4.90
2008;Indiana;19916.30;26526.90;46443.20;275017.00;-0.01;6.40
2008;Arizona;10519.40;32977.70;43497.10;258978.00;-0.03;6.30
2008;Wisconsin;22107.10;20035.30;42142.40;245197.00;-0.01;5.60
2008;Minnesota;9538.70;32129.70;41668.30;265341.00;0.01;5.20
2008;Missouri;19740.70;21560.20;41300.90;248838.00;0.01;5.90
2008;Maryland;23120.30;17382.90;40503.20;297792.00;0.01;5.70
2008;Kentucky;12209.90;24912.10;37121.90;158732.00;0.00;4.30
2008;Connecticut;27554.20;9067.00;36621.20;231486.00;-0.04;3.50
2008;Tennessee;4366.40;31152.00;35518.40;250558.00;0.01;6.20
2008;South Carolina;15212.90;19655.70;34868.60;162676.00;-0.01;4.50
2008;Louisiana;16387.70;16772.10;33159.70;218351.00;0.00;4.40
2008;Oregon;11597.40;18545.40;30142.90;180251.00;0.06;3.80
2008;Alabama;8472.10;18496.20;26968.30;173521.00;0.00;4.70
2008;Kansas;5836.70;19558.00;25394.60;126343.00;0.01;2.80
2008;Nevada;4248.70;20618.00;24866.70;128899.00;-0.04;2.70
2008;Oklahoma;9129.80;7870.20;17000.00;155015.00;0.02;3.70
2008;Utah;5907.10;10899.10;16806.20;116615.00;-0.02;2.70
2008;Iowa;7236.00;8234.90;15470.90;136871.00;-0.02;3.00
2008;New Mexico;7763.80;6430.40;14194.20;86209.00;0.03;2.00
2008;Nebraska;2719.10;10802.90;13522.00;85574.00;0.01;1.80
2008;Mississippi;6331.00;6965.80;13296.80;94805.00;0.01;2.90
2008;Arkansas;4353.00;8635.70;12988.70;102100.00;0.01;2.90
2008;Rhode Island;8927.00;2573.70;11500.70;47447.00;-0.03;1.10
2008;Hawaii;6296.50;4437.10;10733.60;66304.00;0.01;1.30
2008;New Hampshire;7908.60;2654.50;10563.10;60164.00;-0.01;1.30
2008;Alaska;6491.70;3468.60;9960.30;55436.00;0.01;0.70
2008;West Virginia;6365.60;3419.40;9785.00;62175.00;0.03;1.80
2008;District of Columbia;0.00;9580.70;9580.70;98399.00;0.03;0.60
2008;Maine;5297.70;2673.70;7971.40;49858.00;-0.01;1.30
2008;Delaware;5722.80;2221.20;7943.90;54303.00;-0.06;0.90
2008;Montana;4924.40;1564.00;6488.40;36852.00;0.01;1.00
2008;Idaho;3379.20;2308.60;5687.80;55927.00;0.00;1.50
2008;South Dakota;3408.10;1946.20;5354.30;37014.00;0.04;0.80
2008;Vermont;3371.90;1295.40;4667.30;25303.00;0.01;0.60
2008;North Dakota;1952.00;2075.40;4027.40;32263.00;0.10;0.70
2008;Wyoming;1342.70;990.40;2333.10;43285.00;0.08;0.50
2007;California;114701.80;215835.00;330536.80;1952000.00;0.02;36.30
2007;New York;110084.80;153200.70;263285.50;1120860.00;0.00;19.10
2007;Texas;24256.50;162416.50;186673.00;1181300.00;0.05;23.80
2007;Florida;37426.50;97425.90;134852.40;773682.00;0.00;18.40
2007;Illinois;54535.20;62161.50;116696.70;648647.00;0.01;12.70
2007;Pennsylvania;37078.70;74136.90;111215.60;553105.00;0.01;12.60
2007;Massachusetts;68447.50;20827.30;89274.80;377987.00;0.03;6.40
2007;New Jersey;51384.80;34318.60;85703.40;481936.00;0.00;8.70
2007;Michigan;29304.60;44120.90;73425.50;402390.00;-0.01;10.00
2007;Ohio;26065.20;40903.10;66968.30;494917.00;0.00;11.50
2007;Washington;21058.60;40345.10;61403.60;343339.00;0.06;6.50
2007;Virginia;19403.60;31024.30;50427.80;391842.00;0.01;7.80
2007;North Carolina;19245.60;30889.40;50135.10;395708.00;0.00;9.10
2007;Georgia;10358.40;36191.40;46549.70;411730.00;0.02;9.30
2007;Colorado;14905.80;31414.70;46320.50;245169.00;0.02;4.80
2007;Wisconsin;21461.30;20039.30;41500.60;243982.00;0.00;5.60
2007;Indiana;19180.20;22069.60;41249.80;271444.00;0.02;6.40
2007;Arizona;9546.40;29568.90;39115.40;262214.00;0.03;6.20
2007;Missouri;18715.80;20203.20;38919.00;241909.00;0.00;5.90
2007;Minnesota;8866.60;29819.80;38686.40;259493.00;0.00;5.20
2007;Kentucky;11645.90;26348.00;37993.90;155486.00;-0.01;4.30
2007;Tennessee;4141.50;30812.80;34954.40;243405.00;-0.01;6.20
2007;Maryland;20911.50;13971.00;34882.50;290139.00;0.01;5.70
2007;South Carolina;14981.30;18911.10;33892.40;160949.00;0.02;4.40
2007;Connecticut;23836.20;8698.00;32534.20;235299.00;0.04;3.50
2007;Oregon;11204.40;18449.80;29654.20;170522.00;0.03;3.70
2007;Louisiana;14019.30;13673.90;27693.20;209676.00;-0.03;4.40
2007;Alabama;7059.30;17334.50;24393.90;170399.00;0.00;4.70
2007;Nevada;4140.90;17922.60;22063.50;131137.00;0.01;2.60
2007;Kansas;5893.90;15269.20;21163.10;122276.00;0.04;2.80
2007;Oklahoma;8667.10;7902.70;16569.80;144171.00;0.02;3.60
2007;Utah;5926.60;9950.50;15877.10;116019.00;0.06;2.60
2007;Iowa;6727.10;8138.30;14865.40;137377.00;0.04;3.00
2007;Mississippi;5858.30;6636.50;12494.80;91919.00;0.02;2.90
2007;New Mexico;7323.10;4878.80;12201.90;80443.00;0.00;2.00
2007;Arkansas;4508.50;7613.80;12122.30;99210.00;0.00;2.80
2007;Nebraska;2331.70;9273.00;11604.70;82918.00;0.02;1.80
2007;Rhode Island;8380.30;2126.90;10507.20;47948.00;-0.02;1.10
2007;Hawaii;6242.40;4189.10;10431.50;64775.00;0.02;1.30
2007;New Hampshire;7690.40;2562.00;10252.40;59958.00;0.00;1.30
2007;Alaska;6553.10;3390.10;9943.20;49285.00;0.05;0.70
2007;West Virginia;5628.10;3362.90;8991.00;58564.00;0.00;1.80
2007;District of Columbia;0.00;8915.80;8915.80;93695.00;0.02;0.60
2007;Maine;5326.70;2651.40;7978.10;49269.00;-0.01;1.30
2007;Delaware;5390.50;1969.40;7359.90;56805.00;-0.01;0.90
2007;Montana;4527.50;1697.50;6225.00;35676.00;0.05;1.00
2007;Idaho;2831.30;2311.30;5142.60;55010.00;0.03;1.50
2007;South Dakota;3232.50;1611.40;4843.80;34969.00;0.04;0.80
2007;Vermont;3104.20;1116.60;4220.80;24759.00;-0.01;0.60
2007;North Dakota;1792.50;1873.60;3666.00;28670.00;0.03;0.70
2007;Wyoming;1205.10;1036.50;2241.60;36763.00;0.06;0.50
2006;California;109416.60;191255.50;300672.10;1868970.00;0.03;36.00
2006;New York;105306.20;136058.30;241364.50;1083190.00;0.03;19.10
2006;Texas;24501.40;143148.20;167649.60;1094060.00;0.06;23.40
2006;Florida;29311.80;90453.50;119765.30;748021.00;0.04;18.20
2006;Illinois;53648.70;57128.30;110777.00;623535.00;0.03;12.60
2006;Pennsylvania;32121.50;74700.00;106821.50;529969.00;0.02;12.50
2006;Massachusetts;63804.00;21630.10;85434.10;359256.00;0.02;6.40
2006;New Jersey;50201.40;31480.00;81681.40;466524.00;0.02;8.70
2006;Michigan;27303.30;41840.50;69143.90;397295.00;-0.02;10.00
2006;Ohio;24713.00;38962.70;63675.70;482227.00;0.00;11.50
2006;Washington;18329.20;38326.30;56655.50;315723.00;0.03;6.40
2006;Virginia;17611.10;28776.50;46387.60;378445.00;0.02;7.70
2006;North Carolina;17749.40;26188.20;43937.60;386354.00;0.05;8.90
2006;Georgia;10493.20;31593.10;42086.40;393920.00;0.02;9.20
2006;Colorado;13043.30;26664.40;39707.70;233142.00;0.02;4.70
2006;Wisconsin;19866.20;18967.50;38833.70;236444.00;0.01;5.60
2006;Minnesota;7435.00;29183.20;36618.20;251221.00;0.00;5.20
2006;Arizona;8410.10;26039.20;34449.20;248075.00;0.06;6.00
2006;Indiana;17310.70;17023.50;34334.20;258525.00;0.02;6.30
2006;Missouri;17668.60;16280.70;33949.30;234124.00;0.01;5.80
2006;Kentucky;9775.10;22654.80;32429.90;152394.00;0.03;4.20
2006;Connecticut;24035.70;8192.30;32228.00;220994.00;0.03;3.50
2006;South Carolina;13737.10;18421.80;32159.00;152802.00;0.02;4.40
2006;Maryland;16402.50;14270.80;30673.30;278216.00;0.02;5.60
2006;Tennessee;3821.30;24346.70;28168.00;239425.00;0.02;6.10
2006;Oregon;11006.80;15911.90;26918.70;163033.00;0.09;3.70
2006;Louisiana;11735.40;12997.20;24732.60;207944.00;-0.02;4.30
2006;Alabama;6373.00;15937.40;22310.40;165131.00;0.01;4.60
2006;Nevada;4050.20;16531.10;20581.30;125387.00;0.03;2.50
2006;Kansas;5728.10;14163.10;19891.20;113738.00;0.04;2.80
2006;Utah;5931.50;9395.30;15326.80;106308.00;0.08;2.50
2006;Oklahoma;8138.00;7106.30;15244.30;136804.00;0.05;3.60
2006;Iowa;6598.30;7207.30;13805.60;128346.00;0.01;3.00
2006;Arkansas;4534.20;7280.80;11815.00;95727.00;0.03;2.80
2006;Mississippi;4870.50;6290.50;11161.00;87302.00;0.03;2.90
2006;New Mexico;6316.00;4391.40;10707.40;77536.00;0.02;2.00
2006;New Hampshire;7433.20;2518.70;9951.90;58492.00;0.01;1.30
2006;Hawaii;5791.80;3712.20;9504.00;61684.00;0.03;1.30
2006;Nebraska;2006.20;7491.40;9497.60;78581.00;0.03;1.80
2006;Alaska;6260.00;3189.10;9449.10;44867.00;0.06;0.70
2006;Rhode Island;6964.20;1980.60;8944.70;47659.00;0.02;1.10
2006;West Virginia;5406.40;3530.60;8937.00;56748.00;0.02;1.80
2006;District of Columbia;0.00;8020.40;8020.40;88502.00;0.02;0.60
2006;Maine;5000.30;2473.00;7473.30;48175.00;0.01;1.30
2006;Delaware;4181.00;1883.10;6064.10;55826.00;0.03;0.90
2006;Montana;4353.80;1433.40;5787.20;32635.00;0.03;1.00
2006;South Dakota;3146.10;1414.40;4560.50;32455.00;0.00;0.80
2006;Idaho;2455.30;1986.60;4441.90;51821.00;0.05;1.50
2006;Vermont;2982.10;871.60;3853.70;24251.00;0.01;0.60
2006;North Dakota;1770.30;1716.20;3486.50;26491.00;0.04;0.60
2006;Wyoming;982.80;964.50;1947.30;33049.00;0.12;0.50
2005;California;107372.70;179418.10;286790.90;1760510.00;0.04;35.80
2005;New York;102564.60;130325.40;232890.00;1024330.00;0.04;19.10
2005;Texas;18153.00;133947.90;152100.90;999641.00;0.02;22.80
2005;Florida;28255.10;84997.30;113252.30;700222.00;0.07;17.80
2005;Illinois;51275.50;55428.50;106704.00;588847.00;0.02;12.60
2005;Pennsylvania;27573.10;72900.50;100473.60;505091.00;0.01;12.50
2005;Massachusetts;60011.90;21996.00;82007.90;344145.00;0.02;6.40
2005;New Jersey;42313.20;30581.00;72894.10;444973.00;0.02;8.70
2005;Michigan;24361.70;42650.10;67011.70;396268.00;0.01;10.10
2005;Ohio;23176.70;37543.50;60720.30;468197.00;0.01;11.50
2005;Washington;17023.30;36025.80;53049.10;296731.00;0.06;6.30
2005;Virginia;16901.10;27634.20;44535.30;358730.00;0.05;7.60
2005;North Carolina;15773.10;25133.40;40906.50;357711.00;0.05;8.70
2005;Colorado;12744.50;26698.40;39442.90;222415.00;0.05;4.60
2005;Georgia;9245.40;29728.70;38974.10;376626.00;0.04;8.90
2005;Wisconsin;18763.20;18162.20;36925.40;226963.00;0.02;5.50
2005;Minnesota;7265.00;28997.10;36262.20;244800.00;0.03;5.10
2005;Arizona;8037.40;24792.40;32829.80;227047.00;0.08;5.80
2005;Indiana;14948.40;17175.60;32124.00;247048.00;0.00;6.30
2005;Missouri;16183.50;15149.90;31333.40;225268.00;0.02;5.80
2005;Connecticut;23206.00;8003.00;31209.00;208154.00;0.02;3.50
2005;Kentucky;8564.20;21633.00;30197.20;144174.00;0.03;4.20
2005;South Carolina;13370.00;16547.10;29917.10;144754.00;0.03;4.30
2005;Maryland;15230.50;14281.70;29512.20;264729.00;0.04;5.60
2005;Oregon;10464.20;15392.70;25857.00;147583.00;0.02;3.60
2005;Tennessee;3574.20;22219.40;25793.60;228730.00;0.01;6.00
2005;Louisiana;11501.40;13260.40;24761.90;200436.00;0.05;4.60
2005;Alabama;6261.50;16270.20;22531.70;157914.00;0.03;4.60
2005;Nevada;4075.80;14583.60;18659.40;116764.00;0.08;2.40
2005;Kansas;5117.10;12435.80;17552.90;106864.00;0.03;2.70
2005;Utah;5267.30;9563.60;14830.80;94876.00;0.06;2.50
2005;Oklahoma;7468.70;6944.30;14413.00;125106.00;0.03;3.50
2005;Iowa;4930.60;6718.40;11649.00;124021.00;0.03;3.00
2005;Arkansas;4298.40;6904.30;11202.60;90112.00;0.03;2.80
2005;New Mexico;5872.70;4570.60;10443.30;74063.00;0.01;1.90
2005;Mississippi;4328.40;5860.90;10189.30;82274.00;0.02;2.90
2005;Hawaii;5844.30;3447.80;9292.10;58123.00;0.05;1.30
2005;New Hampshire;6864.10;2428.00;9292.10;56123.00;0.03;1.30
2005;Alaska;5766.90;2991.60;8758.50;40277.00;0.03;0.70
2005;Rhode Island;6829.30;1869.40;8698.70;45250.00;0.01;1.10
2005;Nebraska;1741.60;6812.70;8554.20;74415.00;0.02;1.80
2005;West Virginia;5097.10;3419.20;8516.30;53331.00;0.03;1.80
2005;Maine;4626.60;2335.30;6961.90;46052.00;0.00;1.30
2005;District of Columbia;0.00;6741.40;6741.40;83968.00;0.02;0.60
2005;Delaware;4361.10;1875.80;6236.80;52901.00;0.02;0.80
2005;Montana;3949.10;1415.50;5364.60;30425.00;0.04;0.90
2005;Idaho;2385.70;1592.90;3978.60;47990.00;0.06;1.40
2005;South Dakota;2572.90;1266.80;3839.80;31552.00;0.01;0.80
2005;Vermont;2788.40;840.40;3628.80;23483.00;0.02;0.60
2005;North Dakota;1683.40;1630.60;3314.10;24709.00;0.03;0.60
2005;Wyoming;867.90;1031.40;1899.30;27748.00;0.04;0.50
2004;California;105519.80;164907.80;270427.60;1643910.00;0.04;35.60
2004;New York;97920.50;123485.20;221405.70;954249.00;0.03;19.20
2004;Texas;23326.30;123469.30;146795.50;922770.00;0.05;22.40
2004;Florida;26787.40;83112.80;109900.20;637113.00;0.06;17.40
2004;Illinois;48726.10;53578.20;102304.30;561117.00;0.03;12.60
2004;Pennsylvania;25995.80;70378.30;96374.10;481879.00;0.02;12.40
2004;Massachusetts;57163.30;21916.90;79080.20;329640.00;0.02;6.40
2004;New Jersey;40640.20;28502.10;69142.30;423953.00;0.02;8.60
2004;Michigan;25018.00;36649.30;61667.30;383545.00;0.00;10.10
2004;Ohio;21840.20;35714.90;57555.00;450842.00;0.03;11.50
2004;Washington;15773.70;34596.50;50370.20;271676.00;0.02;6.20
2004;Virginia;15394.60;24691.80;40086.40;330412.00;0.04;7.50
2004;North Carolina;14102.90;23870.60;37973.50;332598.00;0.03;8.60
2004;Wisconsin;17727.30;17621.60;35348.90;216716.00;0.03;5.50
2004;Georgia;8664.40;26183.70;34848.10;353025.00;0.03;8.80
2004;Colorado;9964.10;23966.30;33930.40;205347.00;0.02;4.60
2004;Minnesota;6665.70;27004.50;33670.20;231904.00;0.03;5.10
2004;Indiana;14698.20;16503.10;31201.30;240428.00;0.04;6.20
2004;Connecticut;22932.90;7941.30;30874.30;198921.00;0.07;3.50
2004;Missouri;16218.40;14189.90;30408.30;215895.00;0.02;5.70
2004;Arizona;6773.90;23069.60;29843.50;204659.00;0.04;5.70
2004;Maryland;15243.40;14194.00;29437.30;247461.00;0.05;5.50
2004;Kentucky;8116.50;21026.30;29142.70;135994.00;0.02;4.10
2004;South Carolina;11883.90;14776.90;26660.80;136875.00;0.01;4.20
2004;Oregon;10495.70;14257.50;24753.20;142516.00;0.09;3.60
2004;Tennessee;3580.90;20864.10;24445.00;220543.00;0.04;5.90
2004;Louisiana;10182.90;11982.50;22165.50;172623.00;0.04;4.60
2004;Alabama;6363.90;15265.40;21629.30;148769.00;0.06;4.50
2004;Nevada;3845.60;14243.80;18089.40;103446.00;0.11;2.30
2004;Kansas;4571.90;11523.00;16094.90;101343.00;0.01;2.70
2004;Utah;4962.10;9303.00;14265.20;86495.00;0.05;2.40
2004;Oklahoma;7013.40;6335.30;13348.70;114160.00;0.03;3.50
2004;Iowa;4857.60;6477.80;11335.40;118710.00;0.08;3.00
2004;Arkansas;3741.60;6659.90;10401.50;85315.00;0.05;2.70
2004;Mississippi;4378.80;5913.90;10292.70;78169.00;0.02;2.90
2004;New Mexico;5411.30;4313.10;9724.40;70121.00;0.06;1.90
2004;Hawaii;5746.20;3360.30;9106.50;53306.00;0.06;1.30
2004;Nebraska;1949.70;6879.20;8828.90;71322.00;0.02;1.70
2004;New Hampshire;6528.20;2240.40;8768.70;53148.00;0.03;1.30
2004;Alaska;5688.40;2895.30;8583.70;35510.00;0.04;0.70
2004;Rhode Island;6482.70;1746.00;8228.70;43513.00;0.04;1.10
2004;West Virginia;4634.90;3468.60;8103.40;49409.00;0.02;1.80
2004;Maine;4644.00;2275.50;6919.50;44617.00;0.04;1.30
2004;District of Columbia;0.00;6480.70;6480.70;79564.00;0.04;0.60
2004;Delaware;4205.00;1892.40;6097.50;50618.00;0.07;0.80
2004;Montana;3048.90;1248.00;4296.90;27979.00;0.04;0.90
2004;Idaho;2383.80;1637.40;4021.20;44445.00;0.05;1.40
2004;South Dakota;2613.10;1235.50;3848.60;30789.00;0.03;0.80
2004;Vermont;2537.10;790.00;3327.10;22538.00;0.04;0.60
2004;North Dakota;1667.90;1480.30;3148.20;23396.00;0.01;0.60
2004;Wyoming;909.50;925.80;1835.40;23705.00;0.04;0.50